img_id,bbox,query
9833.jpg,"[0.0, 0.0, 107.0, 230.0]",['tree trunk left']
9833.jpg,"[0.0, 220.0, 35.0, 297.0]","['bird on the left, center of the image', 'that bird on the way left, the lonely one', 'bird at left middle alone']"
9833.jpg,"[0.0, 83.0, 349.0, 480.0]",['ground surrounding the duckies']
9833.jpg,"[4.0, 223.0, 352.0, 444.0]",['ducks in a big group']
15906.jpg,"[0.0, 0.0, 480.0, 360.0]",['teacher']
15906.jpg,"[81.0, 173.0, 157.0, 295.0]",['red']
15906.jpg,"[226.0, 326.0, 348.0, 360.0]","['paper being written on,  bottom center', 'sliver of paper being written on , very bottom', 'paper slightly in view written by blue pen girl', 'paper being written on', 'page being signed']"
15906.jpg,"[206.0, 239.0, 312.0, 319.0]",['piece of paper in th hand of the lady in purple/white shirt']
15906.jpg,"[118.0, 297.0, 221.0, 360.0]",['paper laying on table bottom of pic']
15906.jpg,"[107.0, 0.0, 480.0, 155.0]",['the green wall']
9453.jpg,"[0.0, 189.0, 480.0, 360.0]",['lgrass\\']
9453.jpg,"[0.0, 0.0, 480.0, 143.0]",['top right corner sky']
9453.jpg,"[0.0, 12.0, 480.0, 205.0]",['house']
4638.jpg,"[75.0, 0.0, 121.0, 26.0]",['the letter a sign']
4638.jpg,"[29.0, 272.0, 131.0, 360.0]",['dark area left side bottom']
4638.jpg,"[291.0, 0.0, 480.0, 217.0]",['right buildings']
4638.jpg,"[354.0, 161.0, 480.0, 278.0]","['rocks right', 'rocks along the right side', 'stone right side of stairs']"
4638.jpg,"[138.0, 41.0, 218.0, 95.0]",['top portion of pink building near center of image']
4638.jpg,"[142.0, 198.0, 205.0, 276.0]",['top left white rocks']
4638.jpg,"[0.0, 229.0, 114.0, 360.0]","['stone ledge bottom left', 'bottom left corner on white', 'stone wall bottom left', 'stone wall bottom left corner', 'bottom left corner, the small stone wall.', 'white rock railing bottom left', 'rock banister bottom left']"
8116.jpg,"[0.0, 212.0, 480.0, 360.0]",['ground']
8116.jpg,"[148.0, 182.0, 394.0, 313.0]","['people', 'people']"
8116.jpg,"[0.0, 0.0, 480.0, 163.0]",['sky']
15411.jpg,"[0.0, 199.0, 480.0, 360.0]",['bottom anywhere']
15411.jpg,"[0.0, 142.0, 480.0, 239.0]",['landing strip']
15411.jpg,"[0.0, 100.0, 480.0, 147.0]",['sand on horizon']
15411.jpg,"[0.0, 0.0, 480.0, 118.0]",['sky']
15776.jpg,"[0.0, 283.0, 480.0, 360.0]",['left bottom corner']
15776.jpg,"[73.0, 26.0, 471.0, 360.0]",['peeps']
15776.jpg,"[252.0, 298.0, 281.0, 326.0]",['space under dudes crotch in blue']
35937.jpg,"[0.0, 118.0, 480.0, 226.0]","['right under sky', 'area below sky']"
15776.jpg,"[210.0, 134.0, 230.0, 179.0]",['the bottle the guy in strip shirt is holding']
15776.jpg,"[59.0, 215.0, 103.0, 264.0]",['yellow guy back pack']
35937.jpg,"[0.0, 0.0, 480.0, 113.0]",['sky']
3274.jpg,"[21.0, 100.0, 69.0, 224.0]",['balcony slightly right above left sign']
3274.jpg,"[91.0, 366.0, 147.0, 415.0]",['people on bike left']
3274.jpg,"[183.0, 353.0, 285.0, 418.0]",['group of people on right (w/ orange shirt guy)']
3274.jpg,"[6.0, 235.0, 51.0, 266.0]",['sign with blue lettering on left']
3274.jpg,"[264.0, 201.0, 334.0, 240.0]",['black sign on right building']
11304.jpg,"[204.0, 0.0, 298.0, 418.0]",['column these douchebags are standing in front of']
11304.jpg,"[19.0, 107.0, 356.0, 450.0]",['four dudes being weird']
11304.jpg,"[0.0, 396.0, 360.0, 480.0]",['floor']
11304.jpg,"[0.0, 0.0, 360.0, 277.0]",['far left top']
11304.jpg,"[56.0, 0.0, 207.0, 156.0]",['trees']
3737.jpg,"[147.0, 84.0, 225.0, 225.0]","['thing under archway, shaped like a wig almost', 'dark area back']"
25669.jpg,"[413.0, 79.0, 463.0, 191.0]",['lamp right']
3737.jpg,"[30.0, 186.0, 282.0, 480.0]",['floor']
3737.jpg,"[0.0, 0.0, 360.0, 480.0]",['figurines?']
3737.jpg,"[207.0, 89.0, 268.0, 386.0]","['tables on right of hallway', 'wall just inside doorway on right', 'rightsdie of hallway right at entrance', 'pot on the right... just inside second room', 'right side right after walking through archway', 'right side just insed entryway']"
3737.jpg,"[89.0, 86.0, 155.0, 359.0]",['ues']
3737.jpg,"[113.0, 18.0, 137.0, 50.0]",['black thing near ceiling top left']
25669.jpg,"[0.0, 246.0, 109.0, 360.0]",['the floor to the left of the bed']
35752.jpg,"[0.0, 0.0, 480.0, 157.0]",['trees']
35752.jpg,"[39.0, 253.0, 480.0, 360.0]",['the ground that is being danced on']
35752.jpg,"[0.0, 0.0, 396.0, 32.0]",['top left corner']
35752.jpg,"[104.0, 191.0, 334.0, 360.0]",['center band']
7491.jpg,"[204.0, 249.0, 295.0, 345.0]",['white box/thing to the right of the kid in the middle']
7491.jpg,"[218.0, 204.0, 275.0, 280.0]",['the top of the box by the girls arm']
7491.jpg,"[250.0, 355.0, 360.0, 480.0]","['box bottom right', 'brown box, bottom right']"
7491.jpg,"[0.0, 259.0, 92.0, 480.0]",['kids lower left']
7491.jpg,"[0.0, 133.0, 30.0, 310.0]",['it looks like a cabinet of some sort']
9040.jpg,"[89.0, 91.0, 355.0, 295.0]",['center group of people']
9040.jpg,"[388.0, 226.0, 478.0, 321.0]",['it barks']
9040.jpg,"[257.0, 5.0, 480.0, 174.0]",['house on right']
9040.jpg,"[0.0, 0.0, 462.0, 167.0]",['trees']
9040.jpg,"[0.0, 158.0, 480.0, 360.0]",['ground under people']
9040.jpg,"[392.0, 171.0, 480.0, 247.0]",['sand above dog']
9040.jpg,"[98.0, 94.0, 145.0, 277.0]",['from left']
40466.jpg,"[0.0, 296.0, 480.0, 360.0]",['under the cars']
35570.jpg,"[42.0, 86.0, 342.0, 480.0]",['dork']
19993.jpg,"[0.0, 80.0, 480.0, 360.0]",['ground']
19993.jpg,"[17.0, 20.0, 417.0, 333.0]",['anyone']
13279.jpg,"[0.0, 0.0, 360.0, 368.0]",['green']
8336.jpg,"[374.0, 92.0, 401.0, 164.0]",['pillar above lady in blue plaid on the far right']
8336.jpg,"[179.0, 43.0, 373.0, 130.0]",['sign above their heads']
8336.jpg,"[81.0, 122.0, 406.0, 333.0]",['people']
8336.jpg,"[101.0, 55.0, 128.0, 163.0]",['post directly next to left most guys head']
8336.jpg,"[37.0, 0.0, 82.0, 264.0]","['front left pole', 'left pillar, has red box', 'white pillar that has the red box on it', 'white pillar left', 'left most colum with red ext.', 'fire pillar', 'left column']"
37601.jpg,"[235.0, 183.0, 480.0, 224.0]",['green grass']
37601.jpg,"[0.0, 150.0, 128.0, 177.0]",['left mountain']
37601.jpg,"[0.0, 0.0, 480.0, 176.0]",['sky']
37434.jpg,"[421.0, 0.0, 480.0, 105.0]","['small piece of sky, very top right corner', 'top right corner']"
31756.jpg,"[198.0, 184.0, 292.0, 355.0]","['closest player', 'player closest to front', 'player in front', 'guy that just hit the ball', 'tennis player, front', 'closest player', 'player closest']"
31914.jpg,"[0.0, 293.0, 438.0, 360.0]","['grass', 'you had it, bottom left corner grass']"
31914.jpg,"[0.0, 0.0, 480.0, 224.0]",['sky']
31914.jpg,"[234.0, 187.0, 290.0, 233.0]",['building in the middle']
18010.jpg,"[0.0, 19.0, 360.0, 480.0]",['girl in front']
18010.jpg,"[69.0, 109.0, 264.0, 297.0]",['center nose']
18010.jpg,"[33.0, 283.0, 326.0, 480.0]",['pink tshirt']
18010.jpg,"[272.0, 17.0, 360.0, 222.0]",['face on the top right corner']
8033.jpg,"[180.0, 60.0, 263.0, 152.0]",['face']
13422.jpg,"[0.0, 17.0, 360.0, 100.0]",['top of the mountain in the middle']
13422.jpg,"[0.0, 0.0, 360.0, 50.0]",['sky']
16353.jpg,"[303.0, 239.0, 341.0, 345.0]",['man in entranceway']
16353.jpg,"[199.0, 248.0, 271.0, 359.0]",['bottom center person with black hat']
16353.jpg,"[47.0, 13.0, 162.0, 100.0]",['top']
16353.jpg,"[197.0, 1.0, 250.0, 81.0]",['yup']
16353.jpg,"[0.0, 180.0, 186.0, 254.0]",['lowest window on the left']
16353.jpg,"[263.0, 52.0, 372.0, 172.0]",['casa andina']
16353.jpg,"[0.0, 0.0, 480.0, 360.0]",['white area of building']
16353.jpg,"[2.0, 34.0, 31.0, 106.0]",['far left window... upper left side']
16353.jpg,"[394.0, 2.0, 463.0, 61.0]","['top right window', 'window top right']"
27040.jpg,"[273.0, 197.0, 345.0, 241.0]",['nightstand on right']
36076.jpg,"[227.0, 70.0, 351.0, 320.0]","[""that goober's best friend (hint: it's not a woman)""]"
36076.jpg,"[0.0, 183.0, 480.0, 320.0]",['concrete to the left']
27040.jpg,"[318.0, 113.0, 480.0, 315.0]",['the right yellow wall']
27040.jpg,"[273.0, 130.0, 344.0, 209.0]",['lamp on right']
27040.jpg,"[178.0, 274.0, 269.0, 329.0]",['towel left']
27040.jpg,"[366.0, 245.0, 449.0, 290.0]",['pile of towels on the right side']
18821.jpg,"[0.0, 27.0, 480.0, 125.0]",['the trees']
18821.jpg,"[0.0, 116.0, 480.0, 300.0]",['water']
18821.jpg,"[0.0, 299.0, 480.0, 360.0]",['grass bottom']
18821.jpg,"[7.0, 260.0, 480.0, 342.0]",['boat']
18821.jpg,"[0.0, 0.0, 401.0, 69.0]","['very top left corner', 'sky top left corner, very small area']"
18821.jpg,"[15.0, 0.0, 225.0, 77.0]",['sky at top to the left']
18821.jpg,"[220.0, 0.0, 480.0, 91.0]",['top right']
18821.jpg,"[81.0, 225.0, 137.0, 304.0]",['person left leaning over']
18821.jpg,"[184.0, 184.0, 240.0, 295.0]","['man in blue jacket, white hat', 'man with helmet standing']"
19699.jpg,"[0.0, 296.0, 177.0, 480.0]",['floor']
7793.jpg,"[0.0, 0.0, 480.0, 39.0]",['sky']
7793.jpg,"[0.0, 177.0, 480.0, 347.0]",['city']
7793.jpg,"[0.0, 30.0, 480.0, 203.0]",['mountains']
7793.jpg,"[0.0, 332.0, 480.0, 360.0]",['very bottom ground']
11579.jpg,"[103.0, 230.0, 321.0, 274.0]",['the street in the middle of the pic']
11579.jpg,"[0.0, 0.0, 480.0, 133.0]",['sky']
11579.jpg,"[0.0, 76.0, 466.0, 282.0]",['any of the trees']
11579.jpg,"[0.0, 251.0, 480.0, 360.0]",['grass front of pic']
17616.jpg,"[151.0, 138.0, 383.0, 303.0]","['anyone', 'people']"
11579.jpg,"[294.0, 253.0, 427.0, 283.0]",['roof on right']
17616.jpg,"[0.0, 0.0, 480.0, 145.0]",['sky']
17616.jpg,"[0.0, 175.0, 480.0, 360.0]",['the street under the people']
16354.jpg,"[2.0, 219.0, 96.0, 300.0]",['table on left']
16381.jpg,"[109.0, 71.0, 207.0, 201.0]",['face']
16381.jpg,"[49.0, 38.0, 360.0, 480.0]",['red']
16354.jpg,"[105.0, 171.0, 479.0, 359.0]",['bed']
16354.jpg,"[0.0, 0.0, 284.0, 259.0]",['back wall']
16354.jpg,"[273.0, 0.0, 480.0, 304.0]",['curtains above bed']
16354.jpg,"[205.0, 102.0, 254.0, 135.0]",['lamp right']
16354.jpg,"[33.0, 108.0, 100.0, 153.0]",['lamp left']
16354.jpg,"[0.0, 253.0, 153.0, 360.0]",['floor']
16354.jpg,"[1.0, 213.0, 28.0, 241.0]",['phone very left mid']
9609.jpg,"[76.0, 195.0, 319.0, 340.0]",['people']
9609.jpg,"[98.0, 254.0, 480.0, 360.0]","['the grass underneath the group', 'the foreground grass', 'the grass in fron o the people', 'outline of grass in front of ppl']"
9609.jpg,"[0.0, 268.0, 480.0, 360.0]",['lower left corner']
3843.jpg,"[10.0, 55.0, 87.0, 117.0]",['the hat to the left']
3843.jpg,"[350.0, 80.0, 480.0, 318.0]",['red']
3843.jpg,"[313.0, 85.0, 367.0, 121.0]","['kids hat', 'kids hat', 'kid hat', 'kids hat', 'child hat', ""boy's cap""]"
3843.jpg,"[448.0, 0.0, 480.0, 173.0]","['top right corner , very corner', 'far right gray boards']"
3843.jpg,"[382.0, 38.0, 447.0, 86.0]","['sexy wife hat', 'hat on woman in red']"
2675.jpg,"[176.0, 307.0, 360.0, 441.0]","['window bottom right storefront', 'right', 'bottomfloor window', 'big shop window', '""lava"" window', 'lava window']"
2675.jpg,"[21.0, 115.0, 107.0, 192.0]",['window on second level on left']
2675.jpg,"[0.0, 300.0, 133.0, 451.0]",['barred doors']
2675.jpg,"[0.0, 444.0, 360.0, 480.0]",['sidewalk']
2675.jpg,"[0.0, 0.0, 360.0, 473.0]",['any of building except doors windows']
2675.jpg,"[119.0, 15.0, 326.0, 480.0]","['tree', 'so close, tree']"
13139.jpg,"[135.0, 233.0, 360.0, 445.0]","[""baby's shirt""]"
13139.jpg,"[193.0, 136.0, 333.0, 247.0]",['boy face']
31659.jpg,"[322.0, 88.0, 379.0, 158.0]",['face just left of far right dude']
31659.jpg,"[227.0, 129.0, 295.0, 209.0]",['person in middle face']
31659.jpg,"[115.0, 120.0, 175.0, 197.0]",['second face in white shirt on left']
4050.jpg,"[0.0, 0.0, 147.0, 208.0]",['sky left corner']
31659.jpg,"[370.0, 93.0, 463.0, 199.0]","['mans head right wearing headphones', 'man on the right closest to us, face only']"
8522.jpg,"[130.0, 172.0, 180.0, 212.0]",['the grassy part under the guy wearing the blue sweater/hoodie on the left side']
18098.jpg,"[125.0, 331.0, 360.0, 480.0]",['very bottom right']
18098.jpg,"[168.0, 16.0, 360.0, 357.0]",['trees on middle right']
12851.jpg,"[376.0, 0.0, 471.0, 183.0]",['white wall above headboard']
18098.jpg,"[0.0, 438.0, 213.0, 480.0]",['road']
11570.jpg,"[65.0, 421.0, 360.0, 476.0]",['flowers']
11570.jpg,"[110.0, 445.0, 360.0, 480.0]",['grass strip at very bottom']
11570.jpg,"[124.0, 326.0, 347.0, 431.0]",['middle tree']
11570.jpg,"[0.0, 131.0, 324.0, 425.0]",['bldg']
11570.jpg,"[0.0, 0.0, 360.0, 285.0]",['clouds']
11570.jpg,"[278.0, 435.0, 339.0, 480.0]",['benches on the bottom right']
11570.jpg,"[229.0, 394.0, 360.0, 429.0]","['that was left, anyway group of people above bench on right', 'people right above pink flowers']"
12851.jpg,"[0.0, 82.0, 392.0, 360.0]",['red shirt girl']
2796.jpg,"[1.0, 276.0, 480.0, 360.0]",['cactus']
35586.jpg,"[0.0, 1.0, 480.0, 360.0]",['anywhere...']
35586.jpg,"[142.0, 92.0, 366.0, 258.0]","['rodent', 'a squirrel.']"
33411.jpg,"[20.0, 75.0, 466.0, 231.0]",['plates']
18199.jpg,"[94.0, 208.0, 260.0, 480.0]",['river water stream']
18199.jpg,"[207.0, 412.0, 360.0, 480.0]",['very bottom right']
18199.jpg,"[0.0, 0.0, 360.0, 478.0]",['the green part...any of it.']
30876.jpg,"[302.0, 227.0, 462.0, 269.0]",['puddle of water on bottom right']
30876.jpg,"[11.0, 176.0, 480.0, 320.0]",['bottom center soil']
30876.jpg,"[0.0, 0.0, 480.0, 94.0]",['treeline anywhere but middle']
9987.jpg,"[410.0, 202.0, 480.0, 232.0]",['small patch sand just over yellow rial on right']
9987.jpg,"[0.0, 208.0, 480.0, 360.0]",['the yellow bar people lean on']
9987.jpg,"[0.0, 101.0, 480.0, 211.0]","['buildings left of flower shirt girl', 'buildings']"
9987.jpg,"[70.0, 62.0, 418.0, 360.0]",['people']
9987.jpg,"[0.0, 104.0, 136.0, 130.0]",['water to left in back']
9987.jpg,"[0.0, 0.0, 480.0, 115.0]",['sky']
9987.jpg,"[0.0, 322.0, 426.0, 360.0]",['bottom floor beneath people']
40097.jpg,"[205.0, 128.0, 265.0, 191.0]",['bird']
40097.jpg,"[0.0, 92.0, 480.0, 153.0]","['sandy part of beach', 'sandy area']"
40097.jpg,"[0.0, 138.0, 480.0, 320.0]","[""the water under the bird's feet""]"
22634.jpg,"[0.0, 0.0, 360.0, 480.0]",['trees']
40097.jpg,"[0.0, 0.0, 241.0, 90.0]",['trees on left']
9254.jpg,"[0.0, 0.0, 360.0, 172.0]",['sky']
9254.jpg,"[85.0, 107.0, 170.0, 452.0]",['the girl']
9254.jpg,"[174.0, 75.0, 268.0, 458.0]",['man with white hat']
9254.jpg,"[0.0, 169.0, 360.0, 480.0]",['dirt']
9254.jpg,"[144.0, 145.0, 196.0, 235.0]",['backpack']
31206.jpg,"[156.0, 179.0, 461.0, 241.0]",['flat rock below little one']
31206.jpg,"[0.0, 0.0, 480.0, 150.0]","['sky', 'sky, right side', 'white clouds on right']"
31206.jpg,"[0.0, 151.0, 120.0, 199.0]",['water left']
31206.jpg,"[234.0, 150.0, 480.0, 238.0]",['water on right']
31206.jpg,"[0.0, 209.0, 480.0, 360.0]",['grass']
15566.jpg,"[381.0, 97.0, 454.0, 126.0]",['sign']
20148.jpg,"[74.0, 213.0, 300.0, 268.0]",['water']
20148.jpg,"[0.0, 111.0, 75.0, 334.0]",['bush/tree most left']
32865.jpg,"[71.0, 0.0, 369.0, 224.0]",['any of the buildings in the center']
32865.jpg,"[0.0, 176.0, 448.0, 360.0]",['trees front of building']
30379.jpg,"[0.0, 270.0, 147.0, 320.0]",['steet bottom left']
30379.jpg,"[2.0, 184.0, 148.0, 295.0]",['threes on corner']
30379.jpg,"[221.0, 197.0, 480.0, 320.0]",['building on right']
30379.jpg,"[0.0, 0.0, 480.0, 168.0]",['sky']
7685.jpg,"[0.0, 0.0, 480.0, 189.0]",['sky']
7685.jpg,"[0.0, 58.0, 480.0, 259.0]",['mountains at left']
39656.jpg,"[261.0, 0.0, 446.0, 95.0]",['white part of cliff in background']
16956.jpg,"[0.0, 0.0, 188.0, 434.0]",['sky upper left']
16956.jpg,"[153.0, 146.0, 202.0, 255.0]",['in white*']
16956.jpg,"[171.0, 156.0, 360.0, 480.0]",['guy lower right']
16364.jpg,"[238.0, 134.0, 275.0, 161.0]",['couple farthest in back']
4239.jpg,"[218.0, 160.0, 443.0, 360.0]",['white and blue shirt']
18441.jpg,"[71.0, 333.0, 160.0, 378.0]",['certificate in womans hand']
18260.jpg,"[440.0, 133.0, 463.0, 206.0]",['man on far right center']
18260.jpg,"[0.0, 0.0, 480.0, 215.0]",['the hillside']
18260.jpg,"[0.0, 181.0, 480.0, 360.0]","['any part of the bottom of the picture', 'street']"
18260.jpg,"[0.0, 146.0, 441.0, 271.0]",['animals']
35895.jpg,"[0.0, 394.0, 360.0, 480.0]",['rock below statue']
9890.jpg,"[33.0, 109.0, 103.0, 153.0]",['lifeguard post above people eating']
32254.jpg,"[0.0, 319.0, 96.0, 379.0]",['the beer can covering his ear on the left side']
22333.jpg,"[0.0, 0.0, 480.0, 177.0]",['sky']
26903.jpg,"[0.0, 0.0, 462.0, 349.0]",['cacti']
7906.jpg,"[206.0, 282.0, 234.0, 343.0]",['bottom center glass (empty)']
30390.jpg,"[0.0, 0.0, 480.0, 180.0]",['sky']
30390.jpg,"[40.0, 259.0, 480.0, 320.0]",['bottom right corner']
7906.jpg,"[179.0, 239.0, 211.0, 318.0]","['beer bottle in the middle in front of girl in yellow and white', 'mid bottle']"
7906.jpg,"[152.0, 242.0, 178.0, 340.0]",['the beer bottle with the gray label in front of the blue shirt girl']
16953.jpg,"[0.0, 24.0, 360.0, 480.0]",['rocks bottom half']
8583.jpg,"[0.0, 0.0, 360.0, 81.0]",['sky']
8583.jpg,"[0.0, 62.0, 360.0, 480.0]",['ground in front of hefty girl']
8583.jpg,"[135.0, 105.0, 242.0, 366.0]",['person']
1322.jpg,"[0.0, 0.0, 253.0, 261.0]",['back wall']
20561.jpg,"[0.0, 381.0, 360.0, 455.0]",['ground in front of fountain']
20561.jpg,"[0.0, 0.0, 360.0, 198.0]",['cloud top right']
20561.jpg,"[0.0, 58.0, 360.0, 391.0]",['fountain']
32888.jpg,"[182.0, 288.0, 243.0, 391.0]",['grass in center']
4763.jpg,"[356.0, 0.0, 480.0, 359.0]",['top right corner']
4763.jpg,"[316.0, 109.0, 434.0, 285.0]",['red brick building']
4763.jpg,"[253.0, 0.0, 411.0, 158.0]",['sky']
40370.jpg,"[0.0, 0.0, 480.0, 41.0]",['far away sky']
40370.jpg,"[0.0, 24.0, 423.0, 360.0]",['buildings in the city']
40370.jpg,"[6.0, 101.0, 71.0, 253.0]","['most left big building', 'left most building with 3 similar']"
14986.jpg,"[39.0, 58.0, 480.0, 310.0]","['sry, building itself', 'any of spider castle in the middle']"
14986.jpg,"[0.0, 0.0, 480.0, 151.0]",['balls hot... sky... probably gonna lose you again']
47.jpg,"[124.0, 299.0, 150.0, 353.0]",['the white thing under the yellow building right to the blue building on left']
19680.jpg,"[89.0, 0.0, 190.0, 360.0]",['largest trunk']
19680.jpg,"[293.0, 137.0, 381.0, 274.0]","['monkey? in tree', 'monkey', 'animal between trees', 'a monkey on a branch', 'that thing in the tree', 'animal']"
17189.jpg,"[190.0, 274.0, 303.0, 396.0]",['lady on the right in the purple dress']
19680.jpg,"[0.0, 0.0, 480.0, 360.0]",['anywhere']
17189.jpg,"[0.0, 165.0, 360.0, 255.0]",['water']
17189.jpg,"[0.0, 285.0, 360.0, 480.0]",['dirt at bottom of pic']
19680.jpg,"[358.0, 0.0, 480.0, 360.0]",['far right']
17189.jpg,"[0.0, 0.0, 360.0, 166.0]",['sky top']
9286.jpg,"[0.0, 0.0, 480.0, 177.0]",['trees']
9286.jpg,"[239.0, 210.0, 299.0, 276.0]","['the bike between yellow guy and woman-middle right', 'the red bike in the middle right', 'red bike in middle of picture', 'bike right of person sitting down']"
9286.jpg,"[295.0, 219.0, 341.0, 271.0]",['front bicycle tire on the right']
47.jpg,"[2.0, 71.0, 321.0, 341.0]","['buildings on the left side, not the tower tho', 'buildings on left']"
47.jpg,"[375.0, 0.0, 478.0, 358.0]",['far right bottom corner building']
47.jpg,"[0.0, 1.0, 366.0, 170.0]",['sky']
20134.jpg,"[0.0, 0.0, 480.0, 360.0]",['top center']
20134.jpg,"[0.0, 287.0, 205.0, 360.0]",['sky at the very bottom left']
12706.jpg,"[289.0, 207.0, 347.0, 257.0]",['left part of tree']
8906.jpg,"[0.0, 0.0, 480.0, 103.0]",['sky']
8906.jpg,"[0.0, 41.0, 480.0, 327.0]",['brown wall']
8906.jpg,"[0.0, 240.0, 480.0, 360.0]",['ground below people']
8906.jpg,"[221.0, 147.0, 328.0, 344.0]",['the couple on the left']
8906.jpg,"[344.0, 145.0, 439.0, 331.0]",['people on right']
39334.jpg,"[0.0, 0.0, 480.0, 172.0]",['sky']
39334.jpg,"[184.0, 159.0, 480.0, 194.0]",['land']
12706.jpg,"[201.0, 268.0, 250.0, 284.0]","['the tiny white car in center, bottom above the lady in black']"
25482.jpg,"[149.0, 117.0, 408.0, 159.0]","['mountain with snow', 'mountains in middle', 'in the distance', 'lower snow of mountains', 'mountain tops in back', 'middle mountain']"
15792.jpg,"[0.0, 194.0, 360.0, 442.0]",['brown water']
15792.jpg,"[0.0, 92.0, 128.0, 361.0]",['bridge']
15792.jpg,"[0.0, 0.0, 360.0, 60.0]",['grass toward the top']
15792.jpg,"[90.0, 47.0, 119.0, 87.0]",['the person on the rock thing']
15792.jpg,"[0.0, 13.0, 360.0, 480.0]","['dirt', 'i think its the dirt at the top']"
15792.jpg,"[32.0, 90.0, 178.0, 197.0]",['the large rock on left']
16947.jpg,"[0.0, 258.0, 298.0, 360.0]","['the patch of trees, left bottom corner', 'bottom left corner']"
13035.jpg,"[302.0, 176.0, 449.0, 338.0]",['old dude white shirt ground']
7263.jpg,"[0.0, 0.0, 480.0, 360.0]",['the middle']
23602.jpg,"[270.0, 400.0, 360.0, 480.0]",['bottom right']
31989.jpg,"[0.0, 107.0, 480.0, 360.0]",['left field']
7881.jpg,"[0.0, 288.0, 144.0, 360.0]",['left grassy area']
23602.jpg,"[7.0, 121.0, 300.0, 480.0]",['the girl']
7881.jpg,"[27.0, 0.0, 349.0, 193.0]",['sky between trees']
39249.jpg,"[58.0, 0.0, 419.0, 183.0]",['definitely ! sky']
32697.jpg,"[0.0, 223.0, 375.0, 320.0]",['the bottom of the street']
32697.jpg,"[33.0, 0.0, 387.0, 131.0]",['sky']
32697.jpg,"[56.0, 0.0, 480.0, 204.0]",['trees']
9874.jpg,"[220.0, 182.0, 279.0, 207.0]",['first plate on right']
714.jpg,"[4.0, 120.0, 479.0, 359.0]",['any of the people']
714.jpg,"[1.0, 1.0, 304.0, 91.0]",['sky on left']
714.jpg,"[273.0, 4.0, 404.0, 96.0]",['the tree']
714.jpg,"[424.0, 3.0, 479.0, 113.0]",['the tree oon the far right in the background']
714.jpg,"[3.0, 82.0, 480.0, 169.0]",['dirt above heads']
714.jpg,"[380.0, 3.0, 448.0, 95.0]",['patch of sky between trees']
714.jpg,"[383.0, 247.0, 457.0, 358.0]",['blue shirt bottom right']
714.jpg,"[436.0, 128.0, 479.0, 275.0]",['most right man (with a scarf)']
714.jpg,"[8.0, 216.0, 75.0, 353.0]",['left bottom girl in maroon sweater']
7437.jpg,"[87.0, 115.0, 345.0, 360.0]",['people']
